Order_ID,Customer_ID,Restaurant_ID,City,Cuisine_Type,Platform,Payment_Mode,Weather_Condition,Order_Status,Order_Amount_INR,Delivery_Fee_INR,Discount_Applied_INR,Customer_Rating,Delivery_Time_Minutes,Distance_KM,Items_Ordered,Customer_Age,Restaurant_Avg_Rating,Is_Repeat_Customer,Order_Date_Only,Order_Time_Only
ORD335217,CUST1644,REST445,Hyderabad,Street Food,Zomato,Credit Card,Rainy,Delivered,1338.4,58.75,285.69,4.9,98.0,9.67,7,48.0,2.7,1,2022-06-05,15:39:02
ORD824056,CUST4796,REST540,Hyderabad,South Indian,Zomato,Wallet,Humid,Returned,705.06,12.73,274.35,4.5,77.0,14.09,6,42.0,3.9,0,2023-11-24,16:56:40
ORD892313,CUST2955,REST782,Delhi,Fast Food,Direct App,Wallet,Sunny,Cancelled,2457.75,20.01,256.54,3.7,37.0,3.46,10,25.0,2.6,1,2024-05-31,02:00:17
ORD206210,CUST3859,REST201,Kolkata,Chinese,Direct App,Debit Card,Humid,Cancelled,120.88,52.16,94.23,3.2,55.0,13.04,9,53.0,3.3,0,2022-12-06,06:58:31
ORD524035,CUST8879,REST720,Hyderabad,Italian,Zomato,UPI,Sunny,Delivered,1533.98,74.23,239.19,3.7,96.0,4.78,9,54.0,2.8,1,2022-07-24,17:58:50
ORD572388,CUST5720,REST166,Ahmedabad,South Indian,Zomato,Credit Card,Rainy,Delivered,1834.98,47.49,145.035,2.1,93.0,8.04,4,42.282985339848956,2.7,1,2024-01-21,15:09:23
ORD697766,CUST5706,REST832,Bangalore,Italian,Zomato,Credit Card,Rainy,Delivered,949.45,71.19,298.75,2.2,88.0,14.84,7,24.0,2.2,0,2022-01-31,02:39:40
ORD433507,CUST2505,REST864,Kolkata,Continental,Dotpe,Wallet,Humid,Returned,1773.79,8.78,216.27,4.2,119.0,3.92,1,49.0,3.6,1,2022-12-31,17:58:46
ORD446968,CUST3650,REST870,Kolkata,South Indian,Zomato,UPI,Humid,Partial Refund,1176.27,25.12,157.97,1.8,108.0,10.94,9,41.0,4.7,1,2022-10-13,15:30:18
ORD413369,CUST2517,REST337,Kolkata,Biryani,Zomato,Wallet,Cloudy,Partial Refund,965.65,70.18,146.3,4.9,108.0,13.65,10,24.0,2.1,0,2022-01-26,12:45:15
ORD699298,CUST7714,REST932,Delhi,Desserts,Magicpin,Cash,Windy,Returned,1316.63,34.97,71.5,2.4,43.0,3.16,2,32.0,4.0,1,2024-02-13,02:22:47
ORD599127,CUST6281,REST396,Pune,Biryani,Magicpin,Cash,Windy,Cancelled,1112.74,14.31,52.98,3.2,48.0,7.67,2,34.0,3.4,0,2023-03-08,15:47:40
ORD545807,CUST1076,REST400,Mumbai,Mughlai,Direct App,Credit Card,Cloudy,Delayed,688.2,0.41,286.38,3.5,65.0,14.39,6,51.0,4.5,1,2024-04-28,09:17:17
ORD724540,CUST2194,REST845,Bangalore,South Indian,Swiggy,Cash,Rainy,Returned,1971.88,11.42,218.37,0.0,108.0,7.67,8,60.0,3.2,0,2024-03-02,12:31:01
ORD213282,CUST9904,REST360,Chennai,Biryani,Magicpin,Wallet,Windy,Cancelled,1437.32,17.65,217.07,3.5,35.0,5.63,9,56.0,4.1,1,2023-11-12,00:48:40
ORD207197,CUST6248,REST602,Delhi,Desserts,Magicpin,Credit Card,Cloudy,Partial Refund,375.92,14.09,204.75,4.3,55.0,13.61,7,50.0,4.3,0,2023-01-10,04:20:37
ORD848705,CUST1306,REST997,Bangalore,Chinese,Magicpin,Wallet,Rainy,Delayed,911.85,56.88,90.42,3.2,74.0,7.67,6,24.0,2.2,0,2023-08-06,07:05:19
ORD152062,CUST8130,REST539,Hyderabad,Mughlai,Swiggy,Wallet,Cloudy,Delivered,2001.14,18.57,54.68,3.8,61.0,0.86,10,40.0,2.0,1,2024-03-14,16:34:45
ORD393916,CUST6851,REST801,Pune,Italian,Swiggy,Credit Card,Humid,Partial Refund,2345.43,79.19,57.08,1.9,104.0,13.97,8,65.0,2.2,0,2023-12-08,19:56:29
ORD993385,CUST3888,REST431,Delhi,Continental,Direct App,Wallet,Sunny,Delivered,1052.33,79.59,155.6,2.8,21.0,10.9,10,20.0,4.5,0,2023-11-24,00:47:54
ORD923353,CUST7271,REST230,Delhi,Continental,Zomato,Debit Card,Windy,Returned,1423.68,13.52,7.19,2.0,109.0,7.67,2,46.0,4.3,1,2024-02-19,13:11:13
ORD460572,CUST7284,REST912,Delhi,North Indian,Zomato,Debit Card,Windy,Returned,605.17,44.93,22.08,2.7,106.0,13.24,2,58.0,3.9,0,2023-11-15,02:34:11
ORD507517,CUST8028,REST714,Ahmedabad,Desserts,Dotpe,Wallet,Cloudy,Returned,881.95,24.28,113.04,2.8,32.0,8.87,7,35.0,2.1,1,2022-10-26,00:19:01
ORD706658,CUST5266,REST673,Bangalore,Biryani,Dotpe,Debit Card,Windy,Cancelled,2140.55,48.71,215.8,1.9,16.0,3.83,3,40.0,2.4,1,2022-08-20,07:18:02
ORD606186,CUST2999,REST105,Delhi,Mughlai,Zomato,Credit Card,Cloudy,Delivered,641.66,32.66,236.34,2.2,104.0,11.74,7,29.0,4.9,0,2022-10-26,06:28:26
ORD443716,CUST3425,REST492,Kolkata,Mughlai,Dotpe,Credit Card,Cloudy,Cancelled,526.54,2.89,145.035,1.9,93.0,14.64,8,56.0,4.8,1,2022-11-18,19:23:11
ORD908713,CUST2032,REST252,Kolkata,Chinese,Magicpin,UPI,Rainy,Delayed,787.94,36.7,145.035,4.9,118.0,12.65,3,48.0,4.7,0,2024-06-10,21:14:34
ORD828716,CUST2198,REST870,Bangalore,Fast Food,Direct App,UPI,Sunny,Delivered,1123.59,50.7,183.98,1.3,59.0,10.66,8,31.0,4.7,0,2022-11-29,01:04:36
ORD428572,CUST7505,REST119,Kolkata,Fast Food,Swiggy,Credit Card,Cloudy,Cancelled,1465.69,25.77,205.17,4.7,100.0,14.53,8,59.0,2.4,0,2024-05-24,08:10:51
ORD132591,CUST3209,REST462,Kolkata,Continental,Dotpe,Debit Card,Windy,Delivered,2233.04,29.27,156.23,2.8,11.0,11.84,3,20.0,2.8,0,2022-02-10,01:09:13
ORD359822,CUST8891,REST308,Ahmedabad,Italian,Zomato,Debit Card,Rainy,Cancelled,1302.56,3.61,231.69,1.1,93.0,2.6,6,62.0,4.2,1,2024-04-25,22:45:25
ORD276795,CUST5216,REST526,Mumbai,Biryani,Magicpin,Cash,Windy,Delivered,2246.68,43.64,138.17,2.5,110.0,10.13,3,30.0,2.2,1,2023-10-13,13:15:40
ORD743966,CUST1245,REST345,Bangalore,Mughlai,Dotpe,Wallet,Sunny,Delayed,931.05,20.93,145.035,4.2,34.0,10.88,9,57.0,4.4,0,2023-07-05,04:18:33
ORD323404,CUST3150,REST844,Mumbai,Fast Food,Dotpe,UPI,Rainy,Delayed,2196.04,14.15,280.61,3.2,36.0,14.58,10,53.0,2.7,0,2022-09-01,23:30:46
ORD715104,CUST8005,REST762,Kolkata,Italian,Dotpe,UPI,Sunny,Delayed,1173.58,22.7,62.65,4.9,117.0,7.36,2,46.0,4.0,1,2023-10-11,20:45:34
ORD835499,CUST2285,REST792,Kolkata,Continental,Magicpin,Credit Card,Sunny,Delayed,2184.37,2.34,25.03,3.2,114.0,10.1,2,64.0,3.5,0,2024-06-17,22:55:50
ORD246622,CUST6688,REST749,Kolkata,Continental,Magicpin,Wallet,Humid,Partial Refund,617.55,14.8,64.49,3.2,94.0,14.51,7,18.0,2.8,0,2022-06-28,07:10:14
ORD100716,CUST1528,REST361,Ahmedabad,Biryani,Dotpe,Debit Card,Sunny,Returned,1515.28,45.75,123.24,1.1,37.0,5.08,2,23.0,3.4,0,2024-02-17,03:07:55
ORD553834,CUST3514,REST794,Mumbai,Fast Food,Magicpin,Credit Card,Sunny,Delivered,2050.49,18.7,281.04,4.4,69.0,11.51,9,62.0,3.2,1,2023-03-22,08:31:24
ORD491172,CUST5067,REST652,Ahmedabad,Desserts,Dotpe,Credit Card,Windy,Partial Refund,2178.95,5.32,153.72,3.8,97.0,7.69,2,56.0,4.8,1,2022-06-09,05:17:49
ORD586462,CUST7046,REST764,Chennai,Fast Food,Dotpe,Cash,Cloudy,Partial Refund,1329.54,61.93,182.54,4.2,33.0,14.65,4,46.0,2.2,1,2022-02-04,01:58:02
ORD225636,CUST1138,REST200,Kolkata,Fast Food,Zomato,Wallet,Rainy,Partial Refund,644.78,75.21,284.82,4.4,115.0,5.89,3,50.0,3.1,1,2024-03-02,19:31:08
ORD415076,CUST9322,REST627,Bangalore,Street Food,Zomato,Debit Card,Humid,Delivered,1277.04,32.07,115.64,3.3,10.0,13.93,10,59.0,4.8,1,2023-01-02,14:32:43
ORD193326,CUST3939,REST123,Delhi,Fast Food,Zomato,Debit Card,Cloudy,Delayed,812.06,11.61,174.08,3.2,94.0,9.47,9,46.0,3.6,1,2023-04-04,07:47:56
ORD308781,CUST5775,REST549,Pune,North Indian,Swiggy,Wallet,Sunny,Cancelled,890.84,57.72,14.95,2.3,35.0,11.87,4,50.0,4.1,1,2022-09-28,10:34:59
ORD229144,CUST8175,REST880,Hyderabad,Mughlai,Magicpin,Debit Card,Windy,Delayed,2237.43,8.52,61.33,3.8,64.0,7.67,1,38.0,3.0,1,2023-09-25,02:36:33
ORD132359,CUST3871,REST210,Ahmedabad,North Indian,Zomato,Credit Card,Cloudy,Returned,2251.46,58.44,80.07,1.3,25.0,7.67,6,27.0,2.6,1,2023-11-15,07:38:20
ORD171734,CUST5300,REST578,Kolkata,Continental,Swiggy,Credit Card,Windy,Returned,759.72,7.25,121.88,4.8,74.0,7.67,3,38.0,4.1,1,2023-04-07,22:07:41
ORD241176,CUST8469,REST333,Mumbai,South Indian,Dotpe,Wallet,Windy,Cancelled,1573.62,56.89,32.67,2.3,59.0,4.44,8,37.0,4.6,0,2024-05-06,22:45:45
ORD615929,CUST7090,REST726,Delhi,Italian,Dotpe,Credit Card,Rainy,Delivered,2495.93,79.43,145.035,4.6,100.0,1.1,10,60.0,2.8,0,2023-04-04,11:40:14
ORD858724,CUST4919,REST217,Mumbai,Street Food,Direct App,Wallet,Rainy,Delayed,456.44,75.68,193.15,1.6,88.0,2.41,9,59.0,3.5,1,2024-04-15,00:06:42
ORD277193,CUST2390,REST235,Bangalore,Continental,Dotpe,Wallet,Sunny,Partial Refund,487.32,28.35,182.27,4.7,65.0,2.36,4,65.0,3.9,1,2022-09-03,08:28:12
ORD526259,CUST7824,REST911,Mumbai,Chinese,Direct App,Debit Card,Sunny,Delivered,974.04,19.36,233.52,3.2,56.0,7.67,8,54.0,2.6,0,2023-11-20,18:31:10
ORD936433,CUST4629,REST596,Delhi,Desserts,Swiggy,UPI,Rainy,Delayed,2382.74,46.22,22.81,1.0,80.0,1.84,3,53.0,3.1,0,2022-09-02,13:31:03
ORD427252,CUST5365,REST483,Pune,Continental,Swiggy,Wallet,Humid,Delivered,936.13,37.91,145.035,4.3,100.0,12.34,4,18.0,4.7,1,2023-03-01,19:14:09
ORD760929,CUST1750,REST685,Pune,Continental,Dotpe,Debit Card,Cloudy,Delayed,2103.06,23.86,237.3,3.0,29.0,1.75,7,31.0,3.1,1,2023-02-28,20:06:13
ORD299140,CUST9640,REST843,Bangalore,Fast Food,Zomato,COD,Cloudy,Delayed,1390.62,53.16,171.02,5.0,30.0,13.96,4,26.0,4.2,0,2022-03-20,12:16:58
ORD691240,CUST4170,REST804,Pune,Italian,Direct App,Cash,Rainy,Partial Refund,976.65,51.28,235.2,3.0,17.0,11.33,9,42.282985339848956,4.3,0,2022-10-22,23:54:20
ORD844638,CUST2311,REST514,Bangalore,Street Food,Zomato,Credit Card,Rainy,Cancelled,2380.91,45.62,167.51,3.1,90.0,7.67,5,45.0,4.4,0,2023-02-07,15:21:40
ORD329437,CUST3253,REST716,Delhi,North Indian,Swiggy,UPI,Humid,Partial Refund,1249.64,0.71,24.43,3.2,116.0,7.87,3,22.0,2.7,0,2022-07-20,16:23:31
ORD610866,CUST8201,REST497,Ahmedabad,Mughlai,Direct App,Debit Card,Windy,Cancelled,442.06,26.65,13.38,3.7,91.0,3.8,3,27.0,3.2,1,2024-03-04,00:11:46
ORD978343,CUST5623,REST255,Ahmedabad,Continental,Dotpe,Credit Card,Humid,Partial Refund,2320.79,27.88,188.86,1.1,36.0,10.35,8,20.0,2.8,1,2023-10-01,03:33:07
ORD844037,CUST8584,REST470,Chennai,Street Food,Dotpe,Cash,Windy,Cancelled,2482.81,55.13,33.1,4.4,73.0,7.7,9,45.0,4.5,1,2023-02-09,08:18:21
ORD846221,CUST6299,REST191,Kolkata,Continental,Direct App,Credit Card,Sunny,Partial Refund,2257.98,54.06,13.64,3.9,81.0,4.49,10,54.0,4.7,1,2023-12-29,12:39:34
ORD487345,CUST7782,REST120,Kolkata,Chinese,Direct App,Debit Card,Cloudy,Delivered,2320.26,9.98,275.12,3.7,60.0,9.38,1,44.0,2.1,1,2023-08-04,22:17:41
ORD116418,CUST1769,REST327,Delhi,Street Food,Magicpin,UPI,Rainy,Delivered,1938.64,17.09,60.42,3.2,65.0,7.67,10,42.282985339848956,3.8,0,2023-07-06,21:27:06
ORD208751,CUST2204,REST668,Hyderabad,Fast Food,Swiggy,Cash,Sunny,Partial Refund,2029.05,61.09,161.01,1.4,86.0,1.13,3,44.0,4.5,0,2022-05-05,15:56:11
ORD125755,CUST7165,REST144,Kolkata,Street Food,Magicpin,Credit Card,Cloudy,Cancelled,1190.39,8.88,158.03,2.1,76.0,1.21,10,36.0,4.8,0,2022-04-27,21:17:39
ORD132047,CUST2462,REST393,Mumbai,Mughlai,Magicpin,Cash,Sunny,Returned,1841.58,65.37,233.76,2.1,101.0,3.43,9,51.0,3.7,0,2023-07-15,15:11:51
ORD948095,CUST2870,REST579,Hyderabad,Italian,Dotpe,UPI,Cloudy,Delivered,1543.86,17.37,215.44,3.0,0.0,10.75,6,56.0,2.3,1,2024-02-28,02:53:24
ORD270557,CUST6424,REST565,Delhi,Continental,Zomato,Cash,Sunny,Returned,1722.93,17.62,145.035,1.9,70.0,1.98,3,48.0,2.8,0,2022-08-08,16:49:55
ORD849979,CUST5312,REST829,Chennai,Continental,Zomato,Cash,Windy,Cancelled,2125.09,52.46,157.6,5.0,88.0,7.67,4,55.0,4.3,0,2023-05-07,11:07:21
ORD939503,CUST7695,REST171,Bangalore,Chinese,Swiggy,Credit Card,Cloudy,Delivered,769.31,74.71,58.82,3.0,20.0,7.67,7,41.0,2.4,1,2023-05-16,14:19:19
ORD653815,CUST4275,REST794,Pune,Desserts,Dotpe,Cash,Sunny,Cancelled,2106.75,24.06,111.97,3.9,104.0,4.17,2,20.0,3.3,0,2022-05-03,09:53:03
ORD375722,CUST3061,REST987,Chennai,Biryani,Magicpin,Cash,Windy,Returned,1742.75,11.56,99.91,3.2,73.0,14.34,10,23.0,4.7,0,2022-06-05,21:51:48
ORD371840,CUST1146,REST918,Mumbai,Biryani,Zomato,Debit Card,Sunny,Delivered,2292.91,71.64,42.26,1.2,36.0,3.64,4,24.0,4.8,0,2022-10-21,01:28:12
ORD908274,CUST2477,REST639,Kolkata,Mughlai,Zomato,Cash,Cloudy,Partial Refund,2178.02,51.6,145.09,1.8,66.0,6.89,4,48.0,4.1,1,2023-12-30,10:38:42
ORD909676,CUST4579,REST586,Ahmedabad,Chinese,Dotpe,Wallet,Humid,Cancelled,2286.05,73.24,297.66,3.0,119.0,7.67,4,34.0,2.3,1,2023-04-01,22:28:40
ORD966529,CUST7436,REST236,Bangalore,North Indian,Magicpin,Cash,Sunny,Delivered,2422.05,8.25,145.035,3.1,84.0,14.53,1,24.0,4.0,1,2022-03-20,13:42:12
ORD917823,CUST8999,REST714,Delhi,Continental,Magicpin,Cash,Windy,Cancelled,1048.26,3.9,7.56,2.2,73.0,5.05,6,50.0,2.2,1,2023-10-14,02:10:40
ORD550513,CUST7099,REST531,Mumbai,Fast Food,Dotpe,UPI,Humid,Partial Refund,306.62,27.56,96.8,3.2,93.0,4.91,1,20.0,2.8,0,2022-11-26,12:24:04
ORD948179,CUST8373,REST954,Bangalore,Street Food,Zomato,Cash,Humid,Delayed,2364.23,26.42,145.035,1.7,112.0,8.71,2,40.0,4.6,0,2023-05-21,03:47:31
ORD700056,CUST3841,REST569,Delhi,Street Food,Magicpin,UPI,Windy,Delayed,2005.02,72.15,147.4,4.6,38.0,12.56,4,46.0,4.8,1,2024-05-06,10:04:55
ORD462544,CUST1724,REST856,Mumbai,Street Food,Magicpin,Wallet,Windy,Delayed,1962.71,44.61,283.16,3.6,106.0,6.42,5,53.0,4.7,0,2023-05-14,03:15:43
ORD821942,CUST3216,REST625,Hyderabad,Biryani,Magicpin,Debit Card,Cloudy,Delayed,1372.71,6.88,210.27,4.8,92.0,1.13,10,50.0,2.1,0,2023-12-22,17:25:26
ORD573209,CUST2436,REST875,Chennai,Fast Food,Zomato,Credit Card,Humid,Delivered,1722.97,79.48,263.8,2.4,38.0,6.43,9,34.0,4.9,0,2023-06-28,10:15:51
ORD389366,CUST9238,REST546,Kolkata,Desserts,Swiggy,UPI,Cloudy,Returned,1631.75,72.39,116.19,2.0,72.0,13.04,7,57.0,2.2,1,2022-11-29,19:19:37
ORD157152,CUST4396,REST214,Pune,Desserts,Swiggy,Wallet,Rainy,Delivered,2029.3,45.59,166.71,3.3,35.0,0.52,8,30.0,2.5,1,2024-06-05,02:46:34
ORD164633,CUST5595,REST441,Hyderabad,North Indian,Direct App,Cash,Cloudy,Returned,764.84,31.72,243.33,3.5,35.0,5.91,1,18.0,2.1,0,2022-03-01,12:02:47
ORD700556,CUST3994,REST652,Bangalore,Fast Food,Direct App,UPI,Rainy,Delayed,1869.97,11.65,52.05,4.7,101.0,4.63,4,53.0,3.3,1,2022-08-25,17:13:32
ORD873207,CUST5333,REST789,Hyderabad,Biryani,Dotpe,Debit Card,Rainy,Returned,1278.29,9.76,145.035,1.6,60.0,3.24,5,42.282985339848956,4.5,1,2023-02-17,09:18:12
ORD568325,CUST3960,REST535,Ahmedabad,Fast Food,Magicpin,UPI,Sunny,Returned,762.8,76.15,7.42,2.8,120.0,12.84,5,55.0,3.4,0,2022-08-23,08:30:30
ORD929672,CUST3262,REST503,Chennai,Street Food,Zomato,UPI,Sunny,Delayed,1913.32,3.26,42.47,4.0,69.0,5.08,1,21.0,2.7,0,2023-04-30,02:40:59
ORD964352,CUST2854,REST838,Chennai,Italian,Direct App,UPI,Sunny,Delivered,260.6,75.99,16.68,3.1,47.0,7.32,6,54.0,2.3,1,2023-03-26,23:44:31
ORD190400,CUST9538,REST602,Delhi,Fast Food,Zomato,UPI,Rainy,Returned,578.36,66.41,145.035,4.6,42.0,2.06,3,29.0,4.8,0,2022-08-13,16:38:36
ORD213365,CUST1606,REST780,Mumbai,Italian,Direct App,Credit Card,Humid,Partial Refund,2121.09,58.36,129.33,3.0,38.0,11.42,10,29.0,3.3,0,2022-02-26,10:50:51
ORD262959,CUST7251,REST844,Delhi,South Indian,Magicpin,UPI,Sunny,Delivered,1403.22,60.59,297.5,2.9,69.0,1.29,7,36.0,4.7,1,2024-01-31,04:10:47
ORD752966,CUST6913,REST886,Delhi,Mughlai,Dotpe,Cash,Windy,Returned,2138.59,75.5,36.8,2.2,39.0,1.19,5,56.0,3.8,1,2023-04-05,14:55:19
ORD397368,CUST4744,REST424,Pune,Fast Food,Magicpin,Debit Card,Rainy,Returned,1359.88,14.93,36.61,3.2,29.0,2.82,3,42.282985339848956,4.9,1,2022-01-16,18:27:39
ORD904694,CUST9215,REST108,Chennai,North Indian,Zomato,Credit Card,Cloudy,Returned,2098.59,53.9,67.76,2.2,59.0,10.47,4,39.0,3.4,0,2024-03-07,15:11:10
ORD999636,CUST1869,REST141,Pune,Continental,Swiggy,Debit Card,Rainy,Delayed,1375.85,42.88,156.92,3.4,25.0,7.67,3,46.0,2.5,1,2022-07-13,21:51:23
ORD693128,CUST4869,REST284,Hyderabad,Italian,Magicpin,Cash,Rainy,Delayed,2346.2,11.71,165.69,1.1,30.0,3.48,7,60.0,4.0,0,2024-06-10,19:59:58
ORD579798,CUST1388,REST179,Delhi,Biryani,Swiggy,Credit Card,Humid,Delayed,227.05,54.79,22.33,3.2,13.0,14.39,4,30.0,3.6,1,2024-01-08,06:00:20
ORD773962,CUST7959,REST830,Chennai,South Indian,Magicpin,Credit Card,Rainy,Partial Refund,2191.19,62.68,49.85,4.8,65.0,2.27,6,33.0,2.3,0,2024-05-25,13:12:12
ORD126691,CUST5603,REST448#,Ahmedabad,Italian,Zomato,Cash,Windy,Delivered,1211.44,59.88,280.28,4.3,116.0,12.38,4,50.0,3.9,1,2023-12-27,04:07:44
ORD333746,CUST2038,REST281,Chennai,Biryani,Swiggy,Debit Card,Sunny,Partial Refund,480.72,42.02,180.77,1.1,67.0,2.76,5,34.0,2.4,1,2024-04-08,23:55:07
ORD166407,CUST4013,REST773,Kolkata,Fast Food,Magicpin,Credit Card,Rainy,Delayed,1926.5,32.2,216.31,3.2,105.0,7.36,10,64.0,2.0,1,2022-02-14,14:00:48
ORD911131,CUST9608,REST859,Ahmedabad,North Indian,Magicpin,Wallet,Sunny,Returned,592.75,46.25,101.61,1.6,13.0,12.79,7,42.282985339848956,4.5,0,2022-05-22,05:20:54
ORD713543,CUST4897,REST809,Bangalore,Italian,Magicpin,Debit Card,Windy,Partial Refund,790.91,7.46,185.16,4.3,39.0,9.53,4,30.0,3.3,0,2024-02-20,03:58:14
ORD778787,CUST8740,REST556,Hyderabad,Italian,Magicpin,Cash,Rainy,Delayed,2304.48,57.89,281.5,3.4,59.0,12.35,6,49.0,4.9,0,2024-01-23,06:11:26
ORD975194,CUST5819,REST299,Delhi,South Indian,Zomato,Cash,Humid,Returned,1021.22,55.74,134.99,4.3,116.0,14.93,6,55.0,4.1,1,2022-12-22,19:31:51
ORD713110,CUST5921,REST943,Delhi,Street Food,Zomato,Wallet,Sunny,Delivered,2113.77,58.7,254.94,4.7,0.0,7.11,2,42.0,3.8,1,2023-10-07,12:00:58
ORD199868,CUST6362,REST699,Pune,Street Food,Dotpe,Cash,Windy,Partial Refund,1575.34,27.36,13.58,3.2,77.0,7.75,3,55.0,2.0,1,2024-02-22,18:35:55
ORD842287,CUST1853,REST586,Chennai,Continental,Swiggy,Credit Card,Rainy,Returned,2488.38,16.7,79.0,3.7,31.0,3.94,1,45.0,4.2,0,2024-01-31,15:06:54
ORD921021,CUST2960,REST961,Kolkata,Desserts,Dotpe,Debit Card,Sunny,Partial Refund,2026.36,27.4,257.95,2.9,11.0,3.38,2,26.0,3.9,1,2023-08-09,23:24:36
ORD299834,CUST2194,REST223,Kolkata,Mughlai,Swiggy,Cash,Rainy,Delivered,419.66,56.51,34.16,2.9,65.0,7.67,7,64.0,5.0,0,2023-04-09,16:51:19
ORD837945,CUST9263,REST421,Kolkata,South Indian,Dotpe,Wallet,Windy,Delayed,268.17,45.24,145.035,2.2,15.0,9.53,5,42.0,2.6,0,2022-03-10,22:50:59
ORD819656,CUST3525,REST161,Chennai,Fast Food,Magicpin,Wallet,Windy,Partial Refund,567.22,1.26,69.05,2.1,34.0,5.15,4,64.0,4.9,0,2024-04-13,17:16:53
ORD457137,CUST1833,REST995,Chennai,North Indian,Swiggy,Wallet,Humid,Delivered,2357.26,67.12,30.79,1.3,50.0,12.59,6,50.0,4.0,0,2023-09-13,10:43:48
ORD700534,CUST7131,REST936,Bangalore,Chinese,Magicpin,Debit Card,Windy,Returned,397.22,47.17,97.25,1.3,54.0,3.54,5,38.0,4.0,0,2022-06-22,05:04:54
ORD746624,CUST4602,REST117#,Bangalore,Mughlai,Dotpe,Debit Card,Sunny,Delivered,2128.96,78.55,145.035,1.1,107.0,7.67,4,64.0,2.1,1,2023-07-05,09:10:14
ORD139178,CUST1415,REST879,Chennai,Chinese,Direct App,Credit Card,Cloudy,Delivered,1586.96,43.51,10.6,3.0,0.0,7.67,2,65.0,4.6,1,2023-05-14,21:59:59
ORD166340,CUST1745,REST695,Bangalore,Chinese,Magicpin,Wallet,Cloudy,Returned,717.85,60.03,112.81,2.2,118.0,11.52,7,49.0,2.6,1,2023-01-05,17:27:21
ORD760351,CUST8723,REST971,Bangalore,North Indian,Direct App,UPI,Rainy,Cancelled,1596.38,9.53,124.09,4.9,14.0,1.15,10,42.282985339848956,2.9,0,2023-09-13,21:05:24
ORD581395,CUST7305,REST116,Chennai,Desserts,Magicpin,UPI,Windy,Delayed,2088.28,34.29,141.72,3.2,118.0,8.4,9,55.0,4.1,1,2024-05-15,17:09:22
ORD489933,CUST8786,REST807,Pune,Street Food,Dotpe,Wallet,Sunny,Returned,1103.39,11.16,174.68,1.4,25.0,2.12,7,60.0,4.0,0,2024-06-07,06:09:40
ORD652021,CUST4166,REST194,Pune,South Indian,Magicpin,UPI,Sunny,Returned,1670.93,10.76,8.05,4.2,47.0,7.67,6,61.0,4.2,1,2024-04-07,08:06:32
ORD288550,CUST7343,REST942,Kolkata,Street Food,Swiggy,Credit Card,Windy,Cancelled,1656.96,23.62,145.035,1.7,65.0,9.08,2,34.0,2.9,1,2022-02-10,18:48:49
ORD310477,CUST2007,REST257,Delhi,Chinese,Dotpe,Wallet,Rainy,Returned,1052.38,61.74,81.06,2.7,80.0,7.67,3,33.0,4.9,1,2022-05-17,09:04:33
ORD749137,CUST6487,REST131,Ahmedabad,Continental,Direct App,Wallet,Rainy,Delivered,915.81,2.3,145.035,4.7,0.0,9.08,2,47.0,3.4,1,2022-01-24,19:40:55
ORD725339,CUST2985,REST938,Pune,Mughlai,Direct App,UPI,Cloudy,Delivered,957.43,46.73,33.68,3.2,70.0,12.98,7,31.0,4.2,0,2024-01-15,05:22:10
ORD460491,CUST2914,REST968,Ahmedabad,Street Food,Magicpin,Wallet,Rainy,Delivered,1572.01,4.49,75.48,3.2,42.0,7.34,8,52.0,4.0,1,2022-01-30,12:30:58
ORD812730,CUST9690,REST781,Mumbai,Street Food,Direct App,Debit Card,Windy,Cancelled,744.53,35.41,186.19,3.5,20.0,10.44,4,37.0,3.9,1,2022-05-31,04:32:49
ORD497687,CUST3913,REST822,Hyderabad,Biryani,Direct App,Cash,Windy,Partial Refund,628.61,73.54,86.39,2.0,58.0,5.61,3,19.0,4.8,0,2022-09-06,00:31:50
ORD510133,CUST5314,REST133,Bangalore,Mughlai,Zomato,Cash,Cloudy,Delayed,549.52,45.37,164.27,1.0,18.0,7.67,7,29.0,3.1,1,2022-07-23,05:18:37
ORD612530,CUST7622,REST187,Chennai,Desserts,Direct App,Wallet,Rainy,Delivered,124.78,54.05,109.79,1.7,29.0,13.7,4,41.0,3.1,0,2023-07-28,02:00:18
ORD963274,CUST1251,REST198,Kolkata,North Indian,Dotpe,Wallet,Rainy,Partial Refund,804.82,17.8,145.035,1.9,32.0,11.89,10,34.0,2.3,0,2024-06-26,08:03:31
ORD431414,CUST2326,REST788,Delhi,South Indian,Magicpin,Debit Card,Sunny,Delivered,989.71,59.94,188.22,1.4,107.0,2.65,3,65.0,2.9,0,2023-11-30,17:16:05
ORD992562,CUST2610,REST632,Pune,Fast Food,Direct App,Debit Card,Cloudy,Partial Refund,246.28,21.93,66.96,4.2,118.0,4.01,7,28.0,2.9,1,2024-03-17,18:07:36
ORD550268,CUST2137,REST641,Bangalore,Desserts,Swiggy,Cash,Humid,Delivered,936.53,30.94,125.28,4.8,0.0,6.77,1,53.0,2.1,1,2024-01-14,02:57:46
ORD976735,CUST1918,REST519,Kolkata,Chinese,Swiggy,Debit Card,Cloudy,Delivered,2419.19,52.42,182.29,2.8,13.0,7.57,9,62.0,2.9,1,2024-02-09,13:15:01
