Order_ID,Customer_ID,Restaurant_ID,Order_Date,City,Cuisine_Type,Platform,Payment_Mode,Weather_Condition,Order_Status,Order_Amount_INR,Delivery_Fee_INR,Discount_Applied_INR,Customer_Rating,Delivery_Time_Minutes,Distance_KM,Items_Ordered,Customer_Age,Restaurant_Avg_Rating,Is_Repeat_Customer,Unnamed: 21,Unnamed: 22,_temp_flag
ORD489906,CUST2986,REST687,2022-10-15 14:53:11,Kolkata,Street Food,MagicPin,Wallet,Windy,Returned,747.97,21.55,0.48,,115,2.31,10,64,2.1,1,,,
ORD335217,CUST1644,REST445,2022-06-05 15:39:02,Hyderabad,Street Food,Zomato,Credit Card,Rainy,Delivered,1338.4,58.75,285.69,4.9,98,9.67,7,48,2.7,1,,,
ORD824056,CUST4796,REST540,2023-11-24 16:56:40,Hyderabad,South Indian,Zomato,,Humid,Returned,705.06,12.73,274.35,4.5,77,14.09,6,42,3.9,0,,,
ORD892313,CUST2955,REST782,2024-05-31 02:00:17,DELHI,Fast Food,Direct App,Wallet,Sunny,Cancelled,2457.75,20.01,256.54,3.7,37,3.46,10,25,2.6,1,,,
ORD206210,CUST3859,REST201,2022-12-06 06:58:31,Kolkata,Chinese,Direct App,Debit Card,Humid,Cancelled,120.88,52.16,94.23,,55,13.04,9,53,3.3,0,,,0
ORD524035,CUST8879,REST720,2022-07-24 17:58:50,Hyderabad,Italian,Zomato,UPI,,Delivered,1533.98,74.23,239.19,3.7,96,4.78,9,54,2.8,1,,,
ORD574167,CUST8993,REST921,15-02-2023,Mumbai,Chinese,Direct App,cash,Windy,Cancelled,1502.93,63.91,199.72,3.8,72,6.93,3,43,4.4,0,,,0
ORD493417,CUST4907,REST560,20-02-2023,Pune,Italian,Direct App,Wallet,Windy,Returned,757.48,75.2,130.43,4.4,110,5.04,8,58,3.6,0,,,
ORD373668,CUST6827,REST329,2023-09-27 06:22:22,Hyderabad,North Indian,Swiggy,CreditCard,Cloudy,Delayed,99999,72.65,208.35,3.3,89,14.77,3,39,3.6,0,,,0
ORD572388,CUST5720,REST166,2024-01-21 15:09:23,Ahmedabad,South Indian,Zomato,Credit Card,Rainy,Delivered,1834.98,47.49,,2.1,93,8.04,4,,2.7,1,,,
ORD697766,CUST5706,REST832,2022-01-31 02:39:40,Bangalore,Italian,Zomato,Credit Card,Rainy,Delivered,949.45,71.19,298.75,2.2,88,14.84,7,24,2.2,0,,,0
ORD433507,CUST2505,REST864,2022-12-31 17:58:46,Kolkata,Continental,DotPe,Wallet,Humid,Returned,1773.79,8.78,216.27,4.2,119,3.92,1,49,3.6,1,,,0
ORD446968,CUST3650,REST870,2022-10-13 15:30:18,Kolkata,South Indian,Zomato,UPI,Humid,Partial Refund,1176.27,25.12,157.97,1.8,108,10.94,9,41,4.7,1,,,0
ORD413369,CUST2517,REST337,2022-01-26 12:45:15,Kolkata,Biryani,Zomato,Wallet,Cloudy,Partial Refund,965.65,70.18,146.3,4.9,108,13.65,10,24,2.1,0,,,
ORD699298,CUST7714,REST932,2024-02-13 02:22:47,Delhi,Desserts,MagicPin,Cash,Windy,Returned,1316.63,34.97,71.5,2.4,43,3.16,2,32,4.0,1,,,
ORD599127,CUST6281,REST396,2023-03-08 15:47:40,Pune,Biryani,MagicPin,Cash,Windy,Cancelled,1112.74,14.31,52.98,,48,,2,34,3.4,0,,,1
ORD545807,CUST1076,REST400,2024-04-28 09:17:17,Mumbai,Mughlai,Direct App,Credit Card,Cloudy,Delayed,688.2,0.41,286.38,3.5,,14.39,6,51,4.5,1,,,1
ORD724540,CUST2194,REST845,2024-03-02 12:31:01,Bangalore,South Indian,Swiggy,Cash,Rainy,Returned,1971.88,11.42,218.37,0,108,,8,60,3.2,0,,,0
ORD213282,CUST9904,REST360,2023-11-12 00:48:40,CHENNAI,Biryani,MagicPin,,Windy,Cancelled,1437.32,17.65,217.07,3.5,35,5.63,9,56,4.1,1,,,0
ORD207197,CUST6248,REST602,2023-01-10 04:20:37,Delhi,Desserts,MagicPin,Credit Card,Cloudy,Partial Refund,375.92,14.09,204.75,4.3,55,13.61,7,50,4.3,0,,,0
ORD848705,CUST1306,REST997,2023-08-06 07:05:19,Bangalore,Chinese,MagicPin,Wallet,Rainy,Delayed,911.85,56.88,90.42,,74,,6,24,2.2,0,,,
ORD152062,CUST8130,REST539,2024-03-14 16:34:45,Hyderabad,Mughlai,Swiggy,Wallet,Cloudy,Delivered,2001.14,18.57,54.68,3.8,61,0.86,10,40,2.0,1,,,1
ORD393916,CUST6851,REST801,2023-12-08 19:56:29,Pune,Italian,Swiggy,Credit Card,Humid,Partial Refund,2345.43,79.19,57.08,1.9,104,13.97,8,65,2.2,0,,,0
ORD643998,CUST8695,REST119,2023-01-26 02:28:43,Kolkata,Chinese,MagicPin,Debit Card,Sunny,Cancelled,141.16,20.98,146.06,3.8,80,14.41,10,46,3.0,0,,,0
ORD993385,CUST3888,REST431,2023-11-24 00:47:54,new delhi,Continental,Direct App,,Sunny,Delivered,1052.33,79.59,155.6,2.8,21,10.9,10,20,4.5,0,,,
ORD923353,CUST7271,REST230,2024-02-19 13:11:13,Delhi,Continental,Zomato,Debit Card,Windy,Returned,1423.68,13.52,7.19,2.0,109,,2,46,4.3,1,,,
ORD460572,CUST7284,REST912,2023-11-15 02:34:11,new delhi,North Indian,Zomato,Debit Card,Windy,Returned,605.17,44.93,22.08,2.7,106,13.24,2,58,3.9,0,,,1
ORD507517,CUST8028,REST714,2022-10-26 00:19:01,Ahmedabad,Desserts,DotPe,Wallet,Cloudy,Returned,881.95,24.28,113.04,2.8,32,8.87,7,35,2.1,1,,,
ORD706658,CUST5266,REST673,2022-08-20 07:18:02,Bangalore,Biryani,DotPe,Debit Card,Windy,Cancelled,2140.55,48.71,215.8,1.9,16,3.83,3,40,2.4,1,,,
ORD606186,CUST2999,REST105,2022-10-26 06:28:26,Delhi,Mughlai,Zomato,Credit Card,Cloudy,Delivered,641.66,32.66,236.34,2.2,104,11.74,7,29,4.9,0,,,1
ORD443716,CUST3425,REST492,2022-11-18 19:23:11,Kolkata,Mughlai,DotPe,Credit Card,Cloudy,Cancelled,526.54,2.89,,1.9,93,14.64,8,56,4.8,1,,,
ORD908713,CUST2032,REST252,2024-06-10 21:14:34,Kolkata,Chinese,MagicPin,UPI,Rainy,Delayed,787.94,36.7,,4.9,118,12.65,3,48,4.7,0,,,
ORD771712,CUST8687,REST931,16/02/2022,Delhi,Street Food,Zomato,upi,Sunny,Partial Refund,905.24,3.08,109.11,4.8,82,4.46,2,62,3.7,1,,,
ORD482746,CUST5671,REST801,2024-01-27 00:25:31,Kolkata,Biryani,MagicPin,UPI,Sunny,Returned,219.23 INR,27.1,260.76,3.4,93,7.21,1,25,2.5,1,,,
ORD828716,CUST2198,REST870,2022-11-29 01:04:36,BANGALORE,Fast Food,Direct App,UPI ,Sunny,Delivered,1123.59,50.7,183.98,1.3,59,10.66,8,31,4.7,0,,,1
ORD428572,CUST7505,REST119,2024-05-24 08:10:51,Kolkata,Fast Food,Swiggy,Credit Card,Cloudy,Cancelled,1465.69,25.77,205.17,4.7,100,14.53,8,59,2.4,0,,,
ORD132591,CUST3209,REST462,2022-02-10 01:09:13,Kolkata,Continental,DotPe,Debit Card,Windy,Delivered,2233.04,29.27,156.23,2.8,11,11.84,3,20,2.8,0,,,
ORD359822,CUST8891,REST308,2024-04-25 22:45:25,Ahmedabad,Italian,Zomato,Debit Card,Rainy,Cancelled,1302.56,3.61,231.69,1.1,93,2.6,6,62,4.2,1,,,
ORD276795,CUST5216,REST526,2023-10-13 13:15:40,Mumbai,Biryani,MagicPin,Cash,Windy,Delivered,2246.68,43.64,138.17,2.5,110,10.13,3,30,2.2,1,,,
ORD988970,CUST8863,REST258,2022-04-16 13:45:52,Pune,Street Food,DotPe,UPI,Cloudy,Delayed,219.81,47.22,17.46,4.5,999,9.27,9,48,2.2,1,,,1
ORD743966,CUST1245,REST345,2023-07-05 04:18:33,Bangalore,Mughlai,DotPe,Wallet,Sunny,Delayed,931.05,20.93,,4.2,34,10.88,9,57,4.4,0,,,1
ORD323404,CUST3150,REST844,2022-09-01 23:30:46,Mumbai,Fast Food,DotPe,UPI,Rainy,Delayed,2196.04,14.15,280.61,,36,14.58,10,53,2.7,0,,,0
ORD220675,CUST3641,REST347,12/11/2023,Chennai,Street Food,DotPe,Wallet,Cloudy,Partial Refund,2164.05,34.73,,2.6,117,14.45,3,48,3.4,0,,,
ORD749253,CUST2091,REST154,2022-04-15 06:54:40,Kolkata,Italian,Swiggy,UPI,Rainy,Cancelled,107.48,34.12,116.98,2.4,88,1.36,10,31,2.1,0,,,0
ORD715104,CUST8005,REST762,2023-10-11 20:45:34,Kolkata,Italian,DotPe,UPI,Sunny,Delayed,1173.58,22.7,62.65,4.9,117,7.36,2,46,4.0,1,,,
ORD835499,CUST2285,REST792,2024-06-17 22:55:50,Kolkata,Continental,MagicPin,Credit Card,Sunny,Delayed,2184.37,2.34,25.03,,114,10.1,2,64,3.5,0,,,0
ORD990429,CUST1367,REST683,18 Oct 2023,Mumbai ,South Indian,Swiggy,Cash,,Cancelled,1465.67,3.02,136.56,1.0,,10.58,4,39,3.9,1,,,1
ORD246622,CUST6688,REST749,2022-06-28 07:10:14,Kolkata,Continental,MagicPin,,Humid,Partial Refund,617.55,14.8,64.49,,94,14.51,7,18,2.8,0,,,
ORD100716,CUST1528,REST361,2024-02-17 03:07:55,Ahmedabad,Biryani,DotPe,Debit Card,,Returned,"1,515.28",45.75,123.24,1.1,37,5.08,2,23,3.4,0,,,1
ORD553834,CUST3514,REST794,2023-03-22 08:31:24,Mumbai,Fast Food,MagicPin,Credit Card,Sunny,Delivered,2050.49,18.7,281.04,4.4,69,11.51,9,62,3.2,1,,,
ORD491172,CUST5067,REST652,2022-06-09 05:17:49,Ahmedabad,  Desserts  ,DotPe,Credit Card,Windy,Partial Refund,2178.95,5.32,153.72,3.8,97,7.69,2,56,4.8,1,,,1
ORD586462,CUST7046,REST764,2022-02-04 01:58:02,Chennai,Fast Food,DotPe,CASH,Cloudy,Partial Refund,1329.54,61.93,182.54,4.2,33,14.65,4,46,2.2,1,,,
ORD225636,CUST1138,REST200,2024-03-02 19:31:08,Kolkata,Fast Food,Zomato,Wallet,Rainy,Partial Refund,644.78,75.21,284.82,4.4,115,5.89,3,50,3.1,1,,,0
ORD415076,CUST9322,REST627,2023-01-02 14:32:43,Bangalore,Street Food,Zomato,Debit Card,Humid,Delivered,1277.04,32.07,115.64,3.3,10,13.93,10,59,4.8,1,,,
ORD193326,CUST3939,REST123,2023-04-04 07:47:56,Delhi,Fast Food,Zomato,Debit Card,Cloudy,Delayed,812.06,11.61,174.08,,94,9.47,9,46,3.6,1,,,1
ORD640659,CUST8490,REST157,30 Jan 2024,Hyderabad,Italian,Direct App,Credit Card,Cloudy,Delivered,491.98,74.11,194.15,2.6,107,8.17,9,19,4.3,1,,,
ORD308781,CUST5775,REST549,2022-09-28 10:34:59,Pune,North Indian,Swiggy,Wallet,Sunny,Cancelled,890.84,57.72,14.95,2.3,35,11.87,4,50,4.1,1,,,
ORD229144,CUST8175,REST880,2023-09-25 02:36:33,Hyderabad,Mughlai,MagicPin,Debit Card,Windy,Delayed,2237.43,8.52,61.33,3.8,64,,1,38,3.0,1,,,
ORD132359,CUST3871,REST210,2023-11-15 07:38:20,Ahmedabad,North Indian,Zomato,Credit Card,Cloudy,Returned,2251.46,58.44,80.07,1.3,25,,6,27,2.6,1,,,1
ORD171734,CUST5300,REST578,2023-04-07 22:07:41,Kolkata,Continental,Swiggy,Credit Card,Windy,Returned,759.72,7.25,121.88,4.8,74,,3,38,4.1,1,,,
ORD241176,CUST8469,REST333,2024-05-06 22:45:45,Mumbai,South Indian,DotPe,Wallet,Windy,Cancelled,1573.62,56.89,32.67,2.3,59,4.44,8,37,4.6,0,,,0
ORD615929,CUST7090,REST726,2023-04-04 11:40:14,Delhi,Italian,DotPe,Credit Card,Rainy,Delivered,2495.93,79.43,,4.6,100,1.1,10,60,2.8,0,,,0
ORD858724,CUST4919,REST217,2024-04-15 00:06:42,Mumbai,Street Food,Direct App,Wallet,Rainy,Delayed,456.44,75.68,193.15,1.6,88,2.41,9,59,3.5,1,,,0
ORD277193,CUST2390,REST235,2022-09-03 08:28:12,BLR,Continental,DotPe,Wallet,Sunny,Partial Refund,487.32,28.35,182.27,4.7,65,2.36,4,65,3.9,1,,,1
ORD526259,CUST7824,REST911,2023-11-20 18:31:10,Mumbai,Chinese,Direct App,Debit Card,Sunny,Delivered,974.04,19.36,233.52,,56,,8,54,2.6,0,,,
ORD490559,CUST9362,REST275,19 Feb 2022,DELHI ,Street Food,Direct App,Credit Card,Humid,Delivered,1280.46,34.73,41.53,2.5,53,1.56,2,39,2.7,0,,,1
ORD936433,CUST4629,REST596,2022-09-02 13:31:03,Delhi,Desserts,Swiggy,UPI,Rainy,Delayed,2382.74,46.22,22.81,1.0,80,1.84,3,53,3.1,0,,,
ORD427252,CUST5365,REST483,2023-03-01 19:14:09,Pune,  Continental  ,Swiggy,,Humid,Delivered,936.13,37.91,,4.3,100,12.34,4,18,4.7,1,,,0
ORD533174,CUST9605,REST521,2024-01-08 17:16:45,Delhi,Continental,MagicPin,Wallet,Sunny,Returned,128.12,31.98,154.48,1.2,80,1.58,4,49,4.3,0,,,0
ORD760929,CUST1750,REST685,2023-02-28 20:06:13,Pune,Continental,DotPe,Debit Card,Cloudy,Delayed,2103.06,23.86,237.3,3.0,29,1.75,7,31,3.1,1,,,
ORD299140,CUST9640,REST843,2022-03-20 12:16:58,bangalore,Fast Food,Zomato,COD,Cloudy,Delayed,1390.62,53.16,171.02,5.0,30,13.96,4,26,4.2,0,,,1
ORD473095,CUST9798,REST846,2023-12-29 02:09:52,Mumbai,Continental,Swiggy,Credit Card,Windy,Returned,137.08,4.22,204.93,4.6,76,14.71,3,50,4.7,1,,,1
ORD691240,CUST4170,REST804,2022-10-22 23:54:20,Pune,Italian,Direct App,Cash,Rainy,Partial Refund,976.65,51.28,235.2,3.0,17,11.33,9,,4.3,0,,,
ORD844638,CUST2311,REST514,2023-02-07 15:21:40,Bangalore,Street Food,Zomato,Credit Card,Rainy,Cancelled,2380.91,45.62,167.51,3.1,90,,5,45,4.4,0,,,
ORD329437,CUST3253,REST716,2022-07-20 16:23:31,Delhi,North Indian,Swiggy,UPI,Humid,Partial Refund,1249.64,0.71,24.43,3.2,116,7.87,3,22,2.7,0,,,0
ORD610866,CUST8201,REST497,2024-03-04 00:11:46,Ahmedabad,Mughlai,Direct App,Debit Card,Windy,Cancelled,442.06,26.65,13.38,3.7,91,3.8,3,27,3.2,1,,,
ORD978343,CUST5623,REST255,2023-10-01 03:33:07,Ahmedabad,Continental,DotPe,Credit Card,Humid,Partial Refund,2320.79,27.88,188.86,1.1,36,10.35,8,20,2.8,1,,,1
ORD844037,CUST8584,REST470,2023-02-09 08:18:21,Chennai,Street Food,DotPe,Cash,Windy,Cancelled,2482.81,55.13,33.1,4.4,73,7.7,9,45,4.5,1,,,1
ORD846221,CUST6299,REST191,2023-12-29 12:39:34,Kolkata,Continental,Direct App,Credit Card,Sunny,Partial Refund,2257.98,54.06,13.64,3.9,81,4.49,10,54,4.7,1,,,
ORD703656,CUST3378,REST431,2022-08-30 16:26:21,n/a,Fast Food,Swiggy,Wallet,,Delayed,2096.65,23.01,163.57,4.7,113,5.03,1,42,4.7,0,,,
ORD487345,CUST7782,REST120,2023-08-04 22:17:41,Kolkata,Chinese,Direct App,Debit Card,Cloudy,Delivered,2320.26,9.98,275.12,3.7,60,9.38,1,44,2.1,1,,,
ORD319832,CUST6131,REST481,09 May 2024,new delhi,North Indian,Swiggy,Debit Card,Rainy,Cancelled,1522.76,59.93,105.22,5.0,24,12.39,8,50,3.6,0,,,
ORD116418,CUST1769,REST327,2023-07-06 21:27:06,Delhi,Street Food,MagicPin,UPI,Rainy,Delivered,1938.64,17.09,60.42,,,,10,,3.8,0,,,0
ORD208751,CUST2204,REST668,2022-05-05 15:56:11,Hyderabad,Fast Food,Swiggy,Cash,Sunny,Partial Refund,2029.05,61.09,161.01,1.4,86,1.13,3,44,4.5,0,,,1
ORD125755,CUST7165,REST144,2022-04-27 21:17:39,Kolkata,Street Food,MagicPin,CreditCard,Cloudy,Cancelled,1190.39,8.88,158.03,2.1,76,1.21,10,36,4.8,0,,,1
ORD132047,CUST2462,REST393,2023-07-15 15:11:51,Mumbai,Mughlai,MagicPin,Cash,,Returned,1841.58,65.37,233.76,2.1,101,3.43,9,51,3.7,0,,,
ORD948095,CUST2870,REST579,2024-02-28 02:53:24,Hyderabad,Italian,DotPe,UPI,Cloudy,Delivered,1543.86,17.37,215.44,3.0,0,10.75,6,56,2.3,1,,,0
ORD270557,CUST6424,REST565,2022-08-08 16:49:55,Delhi,Continental,Zomato,Cash,Sunny,Returned,1722.93,17.62,,1.9,70,1.98,3,48,2.8,0,,,
ORD849979,CUST5312,REST829,2023-05-07 11:07:21,Madras,Continental,Zomato,Cash,Windy,Cancelled,2125.09,52.46,157.6,5.0,88,,4,55,4.3,0,,,
ORD134677,CUST1003,REST938,"February 19, 2022",Chennai,Mughlai,Direct App,UPI ,Windy,Cancelled,1151.94,60.05,87.9,1.9,50,4.92,8,23,3.7,1,,,1
ORD939503,CUST7695,REST171,2023-05-16 14:19:19,Bangalore,Chinese,Swiggy,Credit Card,Cloudy,Delivered,769.31,74.71,58.82,3.0,20,,7,41,2.4,1,,,
ORD653815,CUST4275,REST794,2022-05-03 09:53:03,Pune,Desserts,DotPe,Cash,Sunny,Cancelled,2106.75,24.06,111.97,3.9,104,4.17,2,20,3.3,0,,,
ORD375722,CUST3061,REST987,2022-06-05 21:51:48,Chennai,Biryani,MagicPin,Cash,Windy,Returned,1742.75,11.56,99.91,,73,14.34,10,23,4.7,0,,,1
ORD371840,CUST1146,REST918,2022-10-21 01:28:12,Mumbai,Biryani,Zomato,Debit Card,Sunny,Delivered,2292.91,71.64,42.26,1.2,36,3.64,4,24,4.8,0,,,1
ORD908274,CUST2477,REST639,2023-12-30 10:38:42,Kolkata,Mughlai,Zomato,Cash,Cloudy,Partial Refund,2178.02,51.6,145.09,1.8,66,6.89,4,48,4.1,1,,,
ORD909676,CUST4579,REST586,2023-04-01 22:28:40,Ahmedabad,Chinese,DotPe,Wallet,Humid,Cancelled,2286.05,73.24,297.66,3.0,119,,4,34,2.3,1,,,
ORD858711,CUST7750,REST193,2024-01-02 09:44:34,Ahmedabad,Fast Food,MagicPin,Credit Card,Rainy,Partial Refund,135.31,61.81,,,110,1.51,8,20,3.3,0,,,
ORD966529,CUST7436,REST236,2022-03-20 13:42:12,bangalore,North Indian,MagicPin,Cash,,Delivered,2422.05,8.25,,3.1,84,14.53,1,24,4.0,1,,,
ORD917823,CUST8999,REST714,2023-10-14 02:10:40,Delhi,Continental,MagicPin,Cash,Windy,Cancelled,1048.26,3.9,7.56,2.2,73,5.05,6,50,2.2,1,,,
ORD550513,CUST7099,REST531,2022-11-26 12:24:04,mUMBAI,Fast Food,DotPe,UPI,Humid,Partial Refund,306.62,27.56,96.8,,93,4.91,1,20,2.8,0,,,1
ORD909859,CUST3848,REST775,2022-09-09 00:12:45,Bangalore,North Indian,Zomato,Debit Card,Sunny,Partial Refund,175.2,32.8,184.23,6,106,0.55,8,47,3.3,1,,,
ORD948179,CUST8373,REST954,2023-05-21 03:47:31,Bangalore,Street Food,Zomato,Cash,Humid,Delayed,2364.23,26.42,,1.7,112,8.71,2,40,4.6,0,,,1
ORD700056,CUST3841,REST569,2024-05-06 10:04:55,Delh1,Street Food,MagicPin,UPI,Windy,Delayed,2005.02,72.15,147.4,4.6,38,12.56,4,46,4.8,1,,,
ORD163941,CUST7237,REST267,19/04/2022,Hyderabad,Fast Food,Swiggy,Cash,Humid,Returned,2483.85,10.0,184.43,1.1,14 mins,5.89,9,21,3.6,0,,,0
ORD462544,CUST1724,REST856,2023-05-14 03:15:43,mumbai,Street Food,MagicPin,,Windy,Delayed,1962.71,44.61,283.16,3.6,106,6.42,5,53,4.7,0,,,
ORD821942,CUST3216,REST625,2023-12-22 17:25:26,Hyderabad,Biryani,MagicPin,Debit Card,Cloudy,Delayed,1372.71,6.88,210.27,4.8,92,1.13,10,50,2.1,0,,,
ORD573209,CUST2436,REST875,2023-06-28 10:15:51,Chennai,Fast Food,Zomato,Credit Card,Humid,Delivered,1722.97,79.48,263.8,2.4,38,6.43,9,34,4.9,0,,,
ORD389366,CUST9238,REST546,2022-11-29 19:19:37,Kolkata,Desserts,Swiggy,UPI,Cloudy,Returned,1631.75,72.39,116.19,2.0,72,13.04,7,57,2.2,1,,,
ORD197584,CUST8130,REST102,10/05/2024,Hyderabad,Biryani,MagicPin,Debit Card,Rainy,Returned,1306.19,29.09,73.35,1.6,66,2.59,3,24,4.5,0,,,
ORD157152,CUST4396,REST214,2024-06-05 02:46:34,Pune,Desserts,Swiggy,,Rainy,Delivered,2029.3,45.59,166.71,3.3,35,0.52,8,30,2.5,1,,,1
ORD164633,CUST5595,REST441,2022-03-01 12:02:47,Hyderabad,North Indian,Direct App,Cash,Cloudy,Returned,764.84,31.72,243.33,3.5,35,5.91,1,18,2.1,0,,,
ORD700556,CUST3994,REST652,2022-08-25 17:13:32,Bangalore,Fast Food,Direct App,UPI,Rainy,Delayed,1869.97,11.65,52.05,4.7,101,4.63,4,53,3.3,1,,,1
ORD873207,CUST5333,REST789,2023-02-17 09:18:12,Hyderabad,Biryani,DotPe,Debit Card,Rainy,Returned,1278.29,9.76,,1.6,60,3.24,5,,4.5,1,,,0
ORD568325,CUST3960,REST535,2022-08-23 08:30:30,Ahmedabad,Fast Food,MagicPin,UPI,Sunny,Returned,762.8,76.15,7.42,2.8,120,12.84,5,55,3.4,0,,,
ORD929672,CUST3262,REST503,2023-04-30 02:40:59,Chennai,Street Food,Zomato,UPI,Sunny,Delayed,1913.32,3.26,42.47,4.0,69,5.08,1,21,2.7,0,,,0
ORD964352,CUST2854,REST838,2023-03-26 23:44:31,Chennai,Italian,Direct App,UPI,Sunny,Delivered,260.6,75.99,16.68,3.1,47,7.32,6,54,2.3,1,,,
ORD190400,CUST9538,REST602,2022-08-13 16:38:36,DELHI,Fast Food,Zomato,UPI,Rainy,Returned,578.36,66.41,,4.6,42,2.06,3,29,4.8,0,,,
ORD213365,CUST1606,REST780,2022-02-26 10:50:51,Mumbai,Italian,Direct App,Credit Card,Humid,Partial Refund,2121.09,58.36,129.33,3.0,38,11.42,10,29,3.3,0,,,
ORD262959,CUST7251,REST844,2024-01-31 04:10:47,Delh1,South Indian,MagicPin,u.p.i,Sunny,Delivered,1403.22,60.59,297.5,2.9,69,1.29,7,36,4.7,1,,,0
ORD752966,CUST6913,REST886,2023-04-05 14:55:19,Delhi,Mughlai,DotPe,Cash,Windy,Returned,2138.59,75.5,36.8,2.2,39,1.19,5,56,3.8,1,,,
ORD397368,CUST4744,REST424,2022-01-16 18:27:39,Pune,Fast Food,MagicPin,Debit Card,Rainy,Returned,1359.88,14.93,36.61,,29,2.82,3,,4.9,1,,,0
ORD904694,CUST9215,REST108,2024-03-07 15:11:10,Chennai,North Indian,Zomato,Credit Card,Cloudy,Returned,2098.59,53.9,67.76,2.2,59,10.47,4,39,3.4,0,,,1
ORD999636,CUST1869,REST141,2022-07-13 21:51:23,Pune,Continental,Swiggy,Debit Card,Rainy,Delayed,1375.85,42.88,156.92,3.4,25,,3,46,2.5,1,,,
ORD442622,CUST7429,REST499,07/12/2022,Pune,North Indian,DotPe,COD,Cloudy,Delivered,2013.14,9.85,268.11,3.1,77,5.33,3,36,3.2,1,,,1
ORD846247,CUST7248,REST754,2024-02-28 15:02:38,Hyderabad,Chinese,Swiggy,COD,Cloudy,Delayed,1567.0,47.11,2350.5,1.6,113,2.1,2,38,2.7,1,,,
ORD693128,CUST4869,REST284,2024-06-10 19:59:58,Hyderabad,Italian,MagicPin,Cash,Rainy,Delayed,2346.2,11.71,165.69,1.1,30,3.48,7,60,4.0,0,,,1
ORD962520,CUST1755,REST548,09 Mar 2023,Mumbai,North Indian,MagicPin,Wallet,Cloudy,Partial Refund,2352.31,52.1,75.86,1.6,86,10.66,9,33,3.4,1,,,1
ORD579798,CUST1388,REST179,2024-01-08 06:00:20,Delhi,Biryani,Swiggy,Credit Card,Humid,Delayed,227.05,54.79,22.33,3.2,13,14.39,4,30,3.6,1,,,
ORD773962,CUST7959,REST830,2024-05-25 13:12:12,Chennai,South Indian,MagicPin,Credit Card,Rainy,Partial Refund,2191.19,62.68,49.85,4.8,,2.27,6,33,2.3,0,,,
ORD126691,CUST5603,REST448#,2023-12-27 04:07:44,Ahmedabad,Italian,Zomato,Cash,Windy,Delivered,1211.44,59.88,280.28,4.3,116,12.38,4,50,3.9,1,,,1
ORD703853,CUST5107,REST430,2022-09-13 18:07:00,Ahmedabad,Desserts,Zomato,UPI,Humid,Delayed,206.13,27.13,282.28,2.3,18 mins,8.33,1,34,3.5,0,,,0
ORD333746,CUST2038,REST281,2024-04-08 23:55:07,Chennai,Biryani,Swiggy,Debit Card,,Partial Refund,480.72,42.02,180.77,1.1,67,2.76,5,34,2.4,1,,,
ORD166407,CUST4013,REST773,2022-02-14 14:00:48,Kolkata,Fast Food,MagicPin,Credit Card,Rainy,Delayed,1926.5,32.2,216.31,,105,7.36,10,64,2.0,1,,,
ORD911131,CUST9608,REST859,2022-05-22 05:20:54,Ahmedabad,North Indian,NA,,,Returned,592.75,46.25,101.61,1.6,13,12.79,7,,4.5,0,,,
ORD130610,CUST9369,REST550,28-03-2022,Mumbai,Chinese,DotPe,Debit Card,Windy,Cancelled,1093.24,23.36,109.94,2.3,53,9.76,3,33,3.4,1,,,
ORD713543,CUST4897,REST809,2024-02-20 03:58:14,Bangalore,Italian,MagicPin,Debit Card,Windy,Partial Refund,790.91,7.46,185.16,4.3,39,9.53,4,30,3.3,0,,,
ORD778787,CUST8740,REST556,2024-01-23 06:11:26,Hyderabad,Italian,MagicPin,Cash,Rainy,Delayed,2304.48,57.89,281.5,3.4,59,12.35,6,49,4.9,0,,,
ORD975194,CUST5819,REST299,2022-12-22 19:31:51,delhi,South Indian,Zomato,Cash,Humid,Returned,1021.22,55.74,134.99,4.3,116,14.93,6,55,4.1,1,,,1
ORD713110,CUST5921,REST943,2023-10-07 12:00:58,delhi,Street Food,Zomato,Wallet,Sunny,Delivered,2113.77,58.7,254.94,4.7,0,7.11,2,42,3.8,1,,,
ORD975064,CUST4148,REST533,2023-12-18 20:01:27,Bangalore,Mughlai,Zomato,Credit Card,Sunny,Partial Refund,99999,50.86,144.98,3.1,75,11.27,5,60,4.4,0,,,1
ORD199868,CUST6362,REST699,2024-02-22 18:35:55,Pune,Street Food,DotPe,Cash,Windy,Partial Refund,1575.34,27.36,13.58,,77,7.75,3,55,2.0,1,,,
ORD842287,CUST1853,REST586,2024-01-31 15:06:54,Chennai,Continental,Swiggy,Credit Card,Rainy,Returned,2488.38,16.7,79.0,3.7,31,3.94,1,45,4.2,0,,,0
ORD921021,CUST2960,REST961,2023-08-09 23:24:36,Kolkata,Desserts,DotPe,Debit Card,Sunny,Partial Refund,2026.36,27.4,257.95,2.9,11,3.38,2,26,3.9,1,,,1
ORD299834,CUST2194,REST223,2023-04-09 16:51:19,Kolkata,Mughlai,Swiggy,Cash,Rainy,Delivered,419.66,56.51,34.16,2.9,,,7,64,5.0,0,,,1
ORD120053,CUST4327,REST679#,2022-12-28 16:46:34,?,South Indian,MagicPin,UPI,Sunny,Delivered,1547.42,6.26,230.59,4.0,49,5.38,10,20,3.4,1,,,
